scenario,model,seed,step,alive_population,births_this_step,deaths_this_step,p_one_alive,shannon_diversity_alive,theta_mean_alive,theta_std_alive,mean_resource_score_alive,opposite_interaction_rate
resource_selection,quantum,18,1,27,6,3,0.4444444444444444,0.9910760598382222,1.551835295484761,0.6553725453658278,0.6620268441077407,0.7619047619047619
resource_selection,quantum,18,2,38,13,2,0.5,1.0,1.5105445250308098,0.6185758916835314,0.6834549051276216,0.52
resource_selection,quantum,18,3,54,19,3,0.5185185185185185,0.9990102708804813,1.5592740260603999,0.551785747690137,0.7087546538672962,0.37142857142857144
resource_selection,quantum,18,4,76,27,5,0.4473684210526316,0.9919924034538556,1.5901111519017466,0.5326475874294061,0.7162344713563243,0.4897959183673469
resource_selection,quantum,18,5,80,10,6,0.4125,0.9777945702913884,1.5829375827148677,0.5352172190396655,0.7135899326113639,0.42857142857142855
resource_selection,quantum,18,6,80,18,18,0.4375,0.9886994082884974,1.5473496368188857,0.55696106411847,0.7069547541138561,0.5806451612903226
resource_selection,quantum,18,7,80,13,13,0.45,0.9927744539878084,1.5792701316367197,0.5233570855766602,0.7177121311793095,0.5074626865671642
resource_selection,quantum,18,8,80,12,12,0.425,0.9837082626231857,1.5219484598554316,0.49187380338159553,0.7352466888638698,0.6029411764705882
resource_selection,quantum,18,9,80,12,12,0.4,0.9709505944546686,1.5335051412300187,0.5088274341153873,0.7285304755949762,0.5735294117647058
resource_selection,quantum,18,10,80,12,12,0.45,0.9927744539878084,1.5225222743720639,0.526827215518335,0.720932567793765,0.5
resource_selection,quantum,18,11,80,12,12,0.425,0.9837082626231857,1.563369894690577,0.5064505971307391,0.7308381571809479,0.4117647058823529
resource_selection,quantum,18,12,80,15,15,0.35,0.934068055375491,1.5571328456759057,0.5070033093631928,0.7304287051510551,0.4307692307692308
resource_selection,quantum,18,13,80,14,14,0.375,0.9544340029249649,1.571678939423035,0.4903138461853303,0.7379703096701997,0.3484848484848485
resource_selection,quantum,18,14,80,8,8,0.35,0.934068055375491,1.563076262277217,0.48501605351555505,0.7403073808185842,0.4861111111111111
resource_selection,quantum,18,15,80,12,12,0.4,0.9709505944546686,1.5677027597007114,0.47735230635874726,0.7441672559267211,0.4117647058823529
resource_selection,quantum,18,16,80,10,10,0.4,0.9709505944546686,1.5742861866552575,0.4846594493012426,0.7410521719432731,0.5142857142857142
resource_selection,quantum,18,17,80,15,15,0.425,0.9837082626231857,1.558925239830208,0.47797942384182796,0.7444728076991638,0.4307692307692308
resource_selection,quantum,18,18,80,11,11,0.4125,0.9777945702913884,1.5868941194721127,0.4799636182862447,0.7420255079829908,0.5652173913043478
resource_selection,quantum,18,19,80,12,12,0.4375,0.9886994082884974,1.6260429431837564,0.4422087305314661,0.7526730260787431,0.5147058823529411
resource_selection,quantum,18,20,80,12,12,0.475,0.99819587904281,1.6426348785254745,0.40686669004560116,0.7637968651766242,0.5294117647058824
resource_selection,quantum,18,21,80,11,11,0.425,0.9837082626231857,1.6280043554368375,0.35433571692862825,0.7817973924360381,0.5217391304347826
resource_selection,quantum,18,22,80,7,7,0.4625,0.9959386076315955,1.6325026018393707,0.39368909200707947,0.7690728470627886,0.5753424657534246
resource_selection,quantum,18,23,80,8,8,0.45,0.9927744539878084,1.628386613026701,0.3512958845015591,0.7826931663219365,0.5416666666666666
resource_selection,quantum,18,24,80,14,14,0.4375,0.9886994082884974,1.6468890925619362,0.3767711689111381,0.7734975925033007,0.5454545454545454
resource_selection,quantum,18,25,80,16,16,0.425,0.9837082626231857,1.6451862097344048,0.3793393184719119,0.7720750235569287,0.46875
resource_selection,quantum,18,26,80,16,16,0.5,1.0,1.6017187113328624,0.36354718445114137,0.7802527676703648,0.578125
resource_selection,quantum,18,27,80,14,14,0.525,0.99819587904281,1.6286625945124613,0.36631372669008483,0.7771934142777264,0.5606060606060606
resource_selection,quantum,18,28,80,11,11,0.525,0.99819587904281,1.6316322737931253,0.34408342191968794,0.7841148139770537,0.4782608695652174
resource_selection,quantum,18,29,80,13,13,0.55,0.9927744539878084,1.6271529105104885,0.3119360791463552,0.7940135269684447,0.4626865671641791
resource_selection,quantum,18,30,80,9,9,0.525,0.99819587904281,1.6397067318668295,0.3266209554404432,0.7887842886218452,0.49295774647887325
resource_selection,quantum,18,31,80,9,9,0.525,0.99819587904281,1.6285150068052647,0.33999093296965627,0.7867736405466651,0.49295774647887325
resource_selection,quantum,18,32,80,10,10,0.475,0.99819587904281,1.6224135497150898,0.32632506588162613,0.7913001670969101,0.5142857142857142
resource_selection,quantum,18,33,80,12,12,0.45,0.9927744539878084,1.6041265964181015,0.32858301257768263,0.7940342666765432,0.5147058823529411
resource_selection,quantum,18,34,80,12,12,0.4375,0.9886994082884974,1.650809230508886,0.3519144789117123,0.7812937543451423,0.5588235294117647
resource_selection,quantum,18,35,80,6,6,0.4125,0.9777945702913884,1.6234891639116278,0.3517751497251043,0.7838341273002774,0.5135135135135135
resource_selection,quantum,18,36,80,8,8,0.4375,0.9886994082884974,1.6330603497187028,0.35131122517927754,0.7839013881576362,0.4166666666666667
resource_selection,quantum,18,37,80,7,7,0.45,0.9927744539878084,1.659129201210824,0.3601917832974618,0.7782662469042175,0.5753424657534246
resource_selection,quantum,18,38,80,14,14,0.4625,0.9959386076315955,1.6349544880670934,0.35192127672474055,0.7830047684487872,0.5303030303030303
resource_selection,quantum,18,39,80,11,11,0.3875,0.9631672450918832,1.630975230879028,0.34870508239542214,0.7841580482806411,0.5217391304347826
resource_selection,quantum,18,40,80,12,12,0.425,0.9837082626231857,1.633134226605759,0.36404223924172513,0.7791970977314839,0.4264705882352941
resource_selection,quantum,18,41,80,17,17,0.4125,0.9777945702913884,1.574459036504771,0.3397460377406439,0.791728484937653,0.5079365079365079
resource_selection,quantum,18,42,80,12,12,0.425,0.9837082626231857,1.5778668551770634,0.33015484154049396,0.7951636017215213,0.47058823529411764
resource_selection,quantum,18,43,80,8,8,0.4125,0.9777945702913884,1.5706780671969285,0.3311210827315082,0.7953523362050832,0.5277777777777778
resource_selection,quantum,18,44,80,17,17,0.4,0.9709505944546686,1.5545278414613153,0.32790634467248064,0.796910648070366,0.47619047619047616
resource_selection,quantum,18,45,80,10,10,0.425,0.9837082626231857,1.5367427975835972,0.32412715852486335,0.7984091140978351,0.4714285714285714
resource_selection,quantum,18,46,80,15,15,0.45,0.9927744539878084,1.5203786231507161,0.33230400490249146,0.7942274457440541,0.3230769230769231
resource_selection,quantum,18,47,80,13,13,0.425,0.9837082626231857,1.5324072693152184,0.3317690323136175,0.7941178692752476,0.6119402985074627
resource_selection,quantum,18,48,80,11,11,0.4125,0.9777945702913884,1.5402253089629487,0.32434711869254135,0.7952193684766916,0.5362318840579711
resource_selection,quantum,18,49,80,9,9,0.4375,0.9886994082884974,1.570111423669864,0.33214257131096064,0.7920591112978359,0.36619718309859156
resource_selection,quantum,18,50,80,16,16,0.4625,0.9959386076315955,1.5332305326826325,0.35270170885868946,0.7867188700659971,0.484375
resource_selection,quantum,18,51,80,17,17,0.475,0.99819587904281,1.501886730410705,0.34146302654519484,0.7898028232448999,0.5238095238095238
resource_selection,quantum,18,52,80,10,10,0.4375,0.9886994082884974,1.5131530172995924,0.34994691542031,0.7859808296250328,0.5571428571428572
resource_selection,quantum,18,53,80,13,13,0.4,0.9709505944546686,1.4859904510693318,0.33120755541787567,0.7919422554040659,0.417910447761194
resource_selection,quantum,18,54,80,7,7,0.4125,0.9777945702913884,1.4863821285267995,0.32745000323256523,0.7939652337320527,0.4520547945205479
resource_selection,quantum,18,55,80,8,8,0.4125,0.9777945702913884,1.481572111765112,0.3187548156757202,0.796290852132211,0.4722222222222222
resource_selection,quantum,18,56,80,9,9,0.425,0.9837082626231857,1.4584934692659441,0.31834823986693284,0.7952691092626123,0.49295774647887325
resource_selection,quantum,18,57,80,8,8,0.4625,0.9959386076315955,1.4588096345945594,0.31308938799406505,0.7966921190471283,0.4444444444444444
resource_selection,quantum,18,58,80,12,12,0.45,0.9927744539878084,1.430624471664742,0.30770960546677184,0.7957586733220473,0.5441176470588235
resource_selection,quantum,18,59,80,16,16,0.475,0.99819587904281,1.4116187158601474,0.29558346120086226,0.7968833151919669,0.546875
resource_selection,quantum,18,60,80,11,11,0.475,0.99819587904281,1.4077719474478558,0.27807862642654674,0.8006194374421259,0.5217391304347826
resource_selection,quantum,18,61,80,9,9,0.4625,0.9959386076315955,1.4154969493757197,0.2840946051198654,0.8005245065728026,0.5633802816901409
resource_selection,quantum,18,62,80,13,13,0.425,0.9837082626231857,1.4281555893155702,0.2780122860170496,0.8027179721196864,0.5522388059701493
resource_selection,quantum,18,63,80,10,10,0.4,0.9709505944546686,1.4195928774135678,0.2825871574907949,0.8032945951758308,0.4714285714285714
resource_selection,quantum,18,64,80,11,11,0.425,0.9837082626231857,1.4359226994217436,0.28535092317148236,0.8033787001140233,0.5942028985507246
resource_selection,quantum,19,0,24,0,0,0.3333333333333333,0.9182958340544896,1.6523419961105024,0.6244340420651251,0.6725762307030722,0.0
resource_selection,quantum,19,1,32,9,1,0.34375,0.9283620723948678,1.6473932880524909,0.6279513002758436,0.6836802888720559,0.5217391304347826
resource_selection,quantum,19,2,40,12,4,0.425,0.9837082626231857,1.6428230821313208,0.6420711047642714,0.6779750146308757,0.5
resource_selection,quantum,19,3,53,16,3,0.33962264150943394,0.9244571409964926,1.5620133782558674,0.5864460026920292,0.7046610847651453,0.32432432432432434
resource_selection,quantum,19,4,79,29,3,0.3037974683544304,0.8858834790484444,1.5634553164575191,0.5513417735742477,0.716171541676717,0.46
resource_selection,quantum,19,5,80,10,9,0.3125,0.8960382325345575,1.57951036043357,0.5381872520132022,0.7213994759817818,0.42857142857142855
resource_selection,quantum,19,6,80,11,11,0.3375,0.9224062617590723,1.568608733181966,0.5546354877027014,0.7183071069677494,0.43478260869565216
resource_selection,quantum,19,7,80,16,16,0.375,0.9544340029249649,1.555357907492542,0.5655812096167626,0.7164565557571888,0.453125
resource_selection,quantum,19,8,80,17,17,0.3875,0.9631672450918832,1.5098231074656612,0.5689873931574442,0.7198727181184575,0.49206349206349204
resource_selection,quantum,19,9,80,6,6,0.3875,0.9631672450918832,1.5240343610418274,0.5832336000165419,0.7148872645995763,0.4594594594594595
resource_selection,quantum,19,10,80,11,11,0.4,0.9709505944546686,1.5305622104520618,0.562636524096786,0.723397161051829,0.5362318840579711
resource_selection,quantum,19,11,80,12,12,0.3875,0.9631672450918832,1.4789425634971445,0.566940148830806,0.7205096449109568,0.5147058823529411
resource_selection,quantum,19,12,80,12,12,0.425,0.9837082626231857,1.456528421101941,0.5489682425643216,0.722366660393802,0.5
resource_selection,quantum,19,13,80,8,8,0.4625,0.9959386076315955,1.4616023670613,0.5464565937699675,0.722582432196565,0.5555555555555556
resource_selection,quantum,19,14,80,16,16,0.4625,0.9959386076315955,1.450974018180633,0.5470271832099407,0.7166148746105518,0.4375
resource_selection,quantum,19,15,80,14,14,0.45,0.9927744539878084,1.471173952955684,0.5858885266815914,0.7024307436878724,0.5454545454545454
resource_selection,quantum,19,16,80,16,16,0.4375,0.9886994082884974,1.4227999458166996,0.5251356652402005,0.7254263521245609,0.59375
resource_selection,quantum,19,17,80,7,7,0.425,0.9837082626231857,1.421466398516452,0.4991526698709384,0.7351405973361568,0.5342465753424658
resource_selection,quantum,19,18,80,12,12,0.4875,0.9995491108252484,1.4269687098732518,0.5085372367289219,0.7302958680373208,0.4852941176470588
resource_selection,quantum,19,19,80,14,14,0.4625,0.9959386076315955,1.4569237292896435,0.5242207412768569,0.7266031993791436,0.5
resource_selection,quantum,19,20,80,11,11,0.4375,0.9886994082884974,1.435235499498058,0.5053839406958134,0.7330964612673577,0.5507246376811594
resource_selection,quantum,19,21,80,9,9,0.45,0.9927744539878084,1.4444663425764936,0.46684066330625856,0.7493738055215708,0.5915492957746479
resource_selection,quantum,19,22,80,9,9,0.45,0.9927744539878084,1.5312457944614057,0.5158599445699849,0.732954060792294,0.36619718309859156
resource_selection,quantum,19,23,80,10,10,0.425,0.9837082626231857,1.560979404507582,0.5002049328620574,0.7369467371132699,0.44285714285714284
resource_selection,quantum,19,24,80,15,15,0.45,0.9927744539878084,1.5685213941049476,0.4926151959054825,0.7406175308286803,0.5846153846153846
resource_selection,quantum,19,25,80,5,5,0.425,0.9837082626231857,1.5369941256185022,0.5065187258241677,0.7354961444937017,0.5333333333333333
resource_selection,quantum,19,26,80,9,9,0.4125,0.9777945702913884,1.5391385623238174,0.5025475071594332,0.7360175941484199,0.5915492957746479
resource_selection,quantum,19,27,80,12,12,0.4375,0.9886994082884974,1.5657599972097473,0.4774895848871076,0.745266018631464,0.4411764705882353
resource_selection,quantum,19,28,80,10,10,0.425,0.9837082626231857,1.5894121500966865,0.4817854126820359,0.7411419406515204,0.45714285714285713
resource_selection,quantum,19,29,80,12,12,0.4,0.9709505944546686,1.5748645742343874,0.4492106311651877,0.7588142246298035,0.5
resource_selection,quantum,19,30,80,10,10,0.4,0.9709505944546686,1.5766977740817567,0.44010054581705293,0.7602990963961802,0.4714285714285714
resource_selection,quantum,19,31,80,8,8,0.4125,0.9777945702913884,1.5483429069276056,0.4372599175221892,0.762071920758713,0.5555555555555556
resource_selection,quantum,19,32,80,13,13,0.425,0.9837082626231857,1.577559487947299,0.4506161473815621,0.7525250393275936,0.5671641791044776
resource_selection,quantum,19,33,80,11,11,0.4375,0.9886994082884974,1.5643460920157408,0.4841048125200043,0.744927813561121,0.6086956521739131
resource_selection,quantum,19,34,80,10,10,0.425,0.9837082626231857,1.5499944434132533,0.46059326763039915,0.7531397137666328,0.5714285714285714
resource_selection,quantum,19,35,80,11,11,0.425,0.9837082626231857,1.5469803431672495,0.4585818022647026,0.7601850053516512,0.42028985507246375
resource_selection,quantum,19,36,80,11,11,0.4125,0.9777945702913884,1.578050438599583,0.45538874662138346,0.754005977038222,0.391304347826087
resource_selection,quantum,19,37,80,14,14,0.3875,0.9631672450918832,1.5380925931433365,0.4554655681679409,0.7549748318174672,0.5
resource_selection,quantum,19,38,80,6,6,0.4,0.9709505944546686,1.531351197544641,0.45895773249599736,0.7539698577137107,0.4594594594594595
resource_selection,quantum,19,39,80,11,11,0.3875,0.9631672450918832,1.5240543219320746,0.4523234226983256,0.7579463762097757,0.463768115942029
resource_selection,quantum,19,40,80,13,13,0.325,0.9097361225311662,1.4701975879206586,0.44774712337577877,0.7584287779320398,0.4925373134328358
resource_selection,quantum,19,41,80,6,6,0.3375,0.9224062617590723,1.4571406633054629,0.44434684147806314,0.7531719429619582,0.43243243243243246
resource_selection,quantum,19,42,80,7,7,0.35,0.934068055375491,1.4415727387118102,0.4508695398880721,0.7484167513838063,0.4246575342465753
resource_selection,quantum,19,43,80,8,8,0.3625,0.944738828646789,1.4466926394780582,0.4505530208993305,0.7489236146630747,0.5277777777777778
resource_selection,quantum,19,44,80,10,10,0.4,0.9709505944546686,1.4664518290883273,0.46511523123768517,0.7476282070009453,0.42857142857142855
resource_selection,quantum,19,45,80,10,10,0.3875,0.9631672450918832,1.4330104132021764,0.4710176901502514,0.7439655318949641,0.42857142857142855
resource_selection,quantum,19,46,80,14,14,0.4125,0.9777945702913884,1.4928256653182213,0.4876677907882055,0.7410595610681447,0.6060606060606061
resource_selection,quantum,19,47,80,9,9,0.4375,0.9886994082884974,1.5045893132826638,0.4635021675726316,0.7505292098129797,0.4084507042253521
resource_selection,quantum,19,48,80,11,11,0.4375,0.9886994082884974,1.4813520619539169,0.4686620337563696,0.7443238532723835,0.4782608695652174
resource_selection,quantum,19,49,80,14,14,0.4,0.9709505944546686,1.4539621250107664,0.4138001321350926,0.7622239362023617,0.4393939393939394
resource_selection,quantum,19,50,80,7,7,0.3875,0.9631672450918832,1.4584722369442418,0.4401802549228323,0.7620378069952128,0.4246575342465753
resource_selection,quantum,19,51,80,12,12,0.425,0.9837082626231857,1.4742714126532268,0.43552162364748026,0.7663832259717991,0.5588235294117647
resource_selection,quantum,19,52,80,11,11,0.425,0.9837082626231857,1.4500857704043912,0.413187433458133,0.7731305769778536,0.4492753623188406
resource_selection,quantum,19,53,80,9,9,0.3875,0.9631672450918832,1.4464474582072255,0.39778529833911475,0.7784102551769092,0.5633802816901409
resource_selection,quantum,19,54,80,13,13,0.325,0.9097361225311662,1.3998882104257824,0.3647080337855521,0.7759793598082481,0.4925373134328358
resource_selection,quantum,19,55,80,15,15,0.3125,0.8960382325345575,1.3803133573874171,0.36566600332330956,0.7751588428402016,0.47692307692307695
resource_selection,quantum,19,56,80,9,9,0.325,0.9097361225311662,1.3795349863947384,0.3783094945150458,0.770892441091821,0.4507042253521127
resource_selection,quantum,19,57,80,7,7,0.3375,0.9224062617590723,1.3721641678344074,0.3699824024586257,0.7704627280211578,0.410958904109589
resource_selection,quantum,19,58,80,12,12,0.35,0.934068055375491,1.356329941116957,0.375558408773153,0.766398509814367,0.5441176470588235
resource_selection,quantum,19,59,80,13,13,0.325,0.9097361225311662,1.3420689328229636,0.3429316604027928,0.7744826525556183,0.4925373134328358
resource_selection,quantum,19,60,80,12,12,0.3125,0.8960382325345575,1.3339718872617454,0.3443673024295795,0.7724612264110833,0.47058823529411764
resource_selection,quantum,19,61,80,7,7,0.3375,0.9224062617590723,1.345247155763785,0.3446746742526893,0.7745163718697041,0.5068493150684932
resource_selection,quantum,19,62,80,17,17,0.3125,0.8960382325345575,1.3257206240783603,0.3558828243280702,0.7679494527387118,0.3333333333333333
resource_selection,quantum,19,63,80,11,11,0.3,0.8812908992306927,1.2920041713498969,0.3589297091504069,0.7600185745146568,0.5652173913043478
resource_selection,quantum,19,64,80,13,13,0.2625,0.8304955225035799,1.2555091432120709,0.3289869142901569,0.761152435590321,0.373134328358209
resource_selection,quantum,20,0,24,0,0,0.375,0.9544340029249649,1.4692668480690732,0.8026668953161648,0.5838261985268764,0.0
resource_selection,quantum,20,1,30,8,2,0.4,0.9709505944546686,1.5843639667740548,0.7687221138735074,0.6068560635500956,0.5909090909090909
resource_selection,quantum,20,2,44,15,1,0.4090909090909091,0.9760206482366149,1.5590767300001451,0.7172772250944188,0.6318855976659716,0.5517241379310345
resource_selection,quantum,20,3,54,15,5,0.37037037037037035,0.9509560484549725,1.5631362208735367,0.6643725824362943,0.6575083144522658,0.5384615384615384
resource_selection,quantum,20,4,63,19,10,0.4444444444444444,0.9910760598382222,1.6426657332069343,0.7047600117155292,0.633519319139869,0.5454545454545454
resource_selection,quantum,20,5,80,23,6,0.425,0.9837082626231857,1.6384148409334727,0.7035804225344788,0.6357053074964449,0.5263157894736842
resource_selection,quantum,20,6,80,10,10,0.4625,0.9959386076315955,1.6601477405770217,0.7328902065110621,0.62052060888583,0.5142857142857142
resource_selection,quantum,20,7,80,11,11,0.45,0.9927744539878084,1.6384404407949416,0.6988571278989795,0.6419652972354041,0.6376811594202898
resource_selection,quantum,20,8,80,19,19,0.3875,0.9631672450918832,1.5742535248535796,0.7595076634456583,0.6119726299088689,0.45901639344262296
resource_selection,quantum,20,9,80,9,9,0.4125,0.9777945702913884,1.579373437017404,0.7646458953565461,0.6073910570316408,0.5070422535211268
resource_selection,quantum,20,10,80,13,13,0.4375,0.9886994082884974,1.572195801235656,0.7342190211628561,0.6228569883657487,0.43283582089552236
resource_selection,quantum,20,11,80,14,14,0.475,0.99819587904281,1.5624286369836902,0.695029921380087,0.6430416514720191,0.45454545454545453
resource_selection,quantum,20,12,80,14,14,0.5125,0.9995491108252484,1.5447293588583562,0.6896346994768603,0.6468148471440207,0.5909090909090909
resource_selection,quantum,20,13,80,14,14,0.475,0.99819587904281,1.4996106020713977,0.6815568613642172,0.6525551638876989,0.6818181818181818
resource_selection,quantum,20,14,80,15,15,0.4625,0.9959386076315955,1.5604221322369214,0.7195431394878317,0.6317871833139856,0.6307692307692307
resource_selection,quantum,20,15,80,10,10,0.4875,0.9995491108252484,1.58188918593783,0.715805923966878,0.6322776103404315,0.5571428571428572
resource_selection,quantum,20,16,80,18,18,0.4625,0.9959386076315955,1.5652055153104096,0.6906264948071186,0.6467794910131974,0.532258064516129
resource_selection,quantum,20,17,80,15,15,0.4125,0.9777945702913884,1.4885571688862402,0.647693419892179,0.6687596444851212,0.5076923076923077
resource_selection,quantum,20,18,80,11,11,0.4125,0.9777945702913884,1.4448962439716049,0.6215407497615391,0.6790949853557912,0.43478260869565216
resource_selection,quantum,20,19,80,10,10,0.4125,0.9777945702913884,1.4503915143773232,0.6396709761410129,0.6717609922012545,0.4857142857142857
resource_selection,quantum,20,20,80,7,7,0.425,0.9837082626231857,1.4571459834358407,0.6467933380634893,0.6691770283923352,0.4657534246575342
resource_selection,quantum,20,21,80,13,13,0.4,0.9709505944546686,1.4082259941230522,0.6479436617216368,0.6654670839573998,0.5223880597014925
resource_selection,quantum,20,22,80,12,12,0.3875,0.9631672450918832,1.4195202720497186,0.5756687431489873,0.6995707559621491,0.47058823529411764
resource_selection,quantum,20,23,80,6,6,0.3625,0.944738828646789,1.4362356687276552,0.5578086679838986,0.709177091499725,0.5540540540540541
resource_selection,quantum,20,24,80,11,11,0.375,0.9544340029249649,1.4467458227412606,0.5556593395297146,0.7103259613007191,0.4057971014492754
resource_selection,quantum,20,25,80,10,10,0.3625,0.944738828646789,1.390595738509614,0.5397017204514605,0.7122803872479837,0.45714285714285713
resource_selection,quantum,20,26,80,14,14,0.375,0.9544340029249649,1.4171519485216937,0.5568760802210475,0.7075850065027873,0.4090909090909091
resource_selection,quantum,20,27,80,7,7,0.3375,0.9224062617590723,1.4049770388343537,0.5614302516568588,0.7064047070596016,0.6027397260273972
resource_selection,quantum,20,28,80,14,14,0.35,0.934068055375491,1.3874653370383176,0.6037038620381346,0.6828741715932352,0.45454545454545453
resource_selection,quantum,20,29,80,11,11,0.3625,0.944738828646789,1.4132340198856608,0.6037897103504893,0.6827108783239082,0.43478260869565216
resource_selection,quantum,20,30,80,11,11,0.325,0.9097361225311662,1.4202404143420921,0.6014038921583633,0.6854012747904705,0.4782608695652174
resource_selection,quantum,20,31,80,7,7,0.3125,0.8960382325345575,1.4252459515103153,0.61241802289661,0.6804115826493679,0.5342465753424658
resource_selection,quantum,20,32,80,9,9,0.3125,0.8960382325345575,1.4177208878903405,0.594637358907054,0.6901683067709034,0.5211267605633803
resource_selection,quantum,20,33,80,12,12,0.325,0.9097361225311662,1.4471263526209888,0.5686694430417414,0.7035982778763744,0.4117647058823529
resource_selection,quantum,20,34,80,13,13,0.3375,0.9224062617590723,1.3748689534381575,0.5881725348442476,0.6965217240097688,0.3880597014925373
resource_selection,quantum,20,35,80,8,8,0.3625,0.944738828646789,1.3977668574644706,0.565066878109742,0.7022458083079373,0.4861111111111111
resource_selection,quantum,20,36,80,7,7,0.35,0.934068055375491,1.4048220339497925,0.5689468217343532,0.7035627448268997,0.4657534246575342
resource_selection,quantum,20,37,80,14,14,0.3625,0.944738828646789,1.3188493608947343,0.5058932589232727,0.7171578417936386,0.3787878787878788
resource_selection,quantum,20,38,80,8,8,0.3375,0.9224062617590723,1.3509581213122144,0.47926163877491224,0.7355180685783361,0.4583333333333333
resource_selection,quantum,20,39,80,13,13,0.35,0.934068055375491,1.3184245914532493,0.476685212799371,0.7317727118934481,0.47761194029850745
resource_selection,quantum,20,40,80,13,13,0.375,0.9544340029249649,1.3264738674362528,0.4951315379498645,0.7205053451544234,0.5522388059701493
resource_selection,quantum,20,41,80,17,17,0.3625,0.944738828646789,1.3402085454024113,0.4956483477211781,0.722330974281211,0.47619047619047616
resource_selection,quantum,20,42,80,14,14,0.375,0.9544340029249649,1.344859139179697,0.5052761923698076,0.7179738457737129,0.5454545454545454
resource_selection,quantum,20,43,80,14,14,0.4,0.9709505944546686,1.3544220529672182,0.51310249577853,0.7150968577604341,0.42424242424242425
resource_selection,quantum,20,44,80,13,13,0.375,0.9544340029249649,1.377818704230663,0.554876308167446,0.7054654906607978,0.5522388059701493
resource_selection,quantum,20,45,80,12,12,0.35,0.934068055375491,1.3760241030712115,0.5626707668431993,0.7029876204483451,0.47058823529411764
resource_selection,quantum,20,46,80,18,18,0.375,0.9544340029249649,1.4241433557863776,0.5530545021686089,0.7138798892483794,0.532258064516129
resource_selection,quantum,20,47,80,12,12,0.4,0.9709505944546686,1.4208004909726477,0.549613979810686,0.7142412139698113,0.4411764705882353
resource_selection,quantum,20,48,80,8,8,0.4,0.9709505944546686,1.418158539870681,0.5279588040795997,0.7237968511855062,0.5138888888888888
resource_selection,quantum,20,49,80,9,9,0.4,0.9709505944546686,1.387002511944521,0.5086926623300393,0.7267684309764032,0.5352112676056338
resource_selection,quantum,20,50,80,9,9,0.3875,0.9631672450918832,1.389154128865309,0.49650385797425356,0.7310965763713242,0.6197183098591549
resource_selection,quantum,20,51,80,13,13,0.45,0.9927744539878084,1.40578899343407,0.5021776338169083,0.7272498869021101,0.5522388059701493
resource_selection,quantum,20,52,80,6,6,0.45,0.9927744539878084,1.4032441951974346,0.5168594060954327,0.7205297749110426,0.47297297297297297
resource_selection,quantum,20,53,80,9,9,0.4625,0.9959386076315955,1.4432685953800235,0.5385594946671567,0.7146683617376459,0.5915492957746479
resource_selection,quantum,20,54,80,13,13,0.4125,0.9777945702913884,1.4578038206489532,0.5352093401801489,0.7173754373649287,0.4925373134328358
resource_selection,quantum,20,55,80,9,9,0.4,0.9709505944546686,1.4165049948979358,0.5236070318938498,0.7200930162757591,0.5070422535211268
resource_selection,quantum,20,56,80,9,9,0.4375,0.9886994082884974,1.4431509699373233,0.5252533952386013,0.7226503683067225,0.5492957746478874
resource_selection,quantum,20,57,80,20,20,0.425,0.9837082626231857,1.4080153318977107,0.5087879736771257,0.7285958304443684,0.5333333333333333
resource_selection,quantum,20,58,80,10,10,0.375,0.9544340029249649,1.415432864374854,0.5217583815492502,0.7235840144640909,0.4714285714285714
resource_selection,quantum,20,59,80,14,14,0.375,0.9544340029249649,1.3752832467166876,0.49331154149459605,0.7283431086319794,0.42424242424242425
resource_selection,quantum,20,60,80,7,7,0.375,0.9544340029249649,1.3244627779451488,0.48307684741434676,0.7252176483675619,0.4246575342465753
resource_selection,quantum,20,61,80,7,7,0.4,0.9709505944546686,1.3240370023486272,0.49326986335437,0.7207446433395563,0.3835616438356164
resource_selection,quantum,20,62,80,9,9,0.4375,0.9886994082884974,1.3390128649344841,0.51922298348833,0.7133670624152391,0.5352112676056338
resource_selection,quantum,20,63,80,11,11,0.4375,0.9886994082884974,1.3322341558758592,0.5170702230132774,0.7153753978427938,0.5797101449275363
resource_selection,quantum,20,64,80,14,14,0.375,0.9544340029249649,1.302275962113682,0.5053187172614553,0.7142058661562996,0.5606060606060606
resource_selection,dephased,11,0,24,0,0,0.4583333333333333,0.9949848281859701,1.5434858028387974,0.7377254145292549,0.0,0.0
resource_selection,dephased,11,1,25,4,3,0.44,0.9895875212220557,1.6285001729596744,0.7666932962207372,0.0,0.5238095238095238
resource_selection,dephased,11,2,25,3,3,0.44,0.9895875212220557,1.702160545966238,0.7690459084944984,0.0,0.5909090909090909
resource_selection,dephased,11,3,30,6,1,0.4666666666666667,0.9967916319816366,1.7024426303987001,0.7746353295897094,0.0,0.5
resource_selection,dephased,11,4,31,4,3,0.45161290322580644,0.9932338197397066,1.7264774872456812,0.8179607119844885,0.0,0.5555555555555556
resource_selection,dephased,11,5,35,8,4,0.42857142857142855,0.9852281360342516,1.669678992520866,0.7987578189559796,0.0,0.6296296296296297
resource_selection,dephased,11,6,34,5,6,0.5,1.0,1.7598511120252422,0.7558480784037117,0.0,0.6206896551724138
resource_selection,dephased,11,7,43,11,2,0.5348837209302325,0.996485989886783,1.690524264718792,0.7148129767057981,0.0,0.5625
resource_selection,dephased,11,8,51,13,5,0.5686274509803921,0.9863676072907088,1.7508831285337623,0.7538825298978092,0.0,0.39473684210526316
